iter	Passed	Remaining
3219	104970	221024
3220	105006	220998
3221	105040	220969
3222	105064	220918
3223	105091	220875
3224	105119	220832
3225	105145	220786
3226	105176	220750
3227	105204	220708
3228	105234	220670
3229	105273	220650
3230	105303	220612
3231	105332	220573
3232	105361	220531
3233	105389	220490
3234	105420	220454
3235	105456	220429
3236	105487	220392
3237	105518	220357
3238	105560	220343
3239	105587	220300
3240	105625	220278
3241	105661	220252
3242	105694	220221
3243	105733	220201
3244	105762	220161
3245	105797	220133
3246	105827	220096
3247	105859	220062
3248	105892	220030
3249	105925	219999
3250	105964	219979
3251	105991	219935
3252	106017	219888
3253	106045	219846
3254	106079	219818
3255	106109	219780
3256	106141	219744
3257	106175	219715
3258	106207	219681
3259	106239	219648
3260	106269	219610
3261	106297	219569
3262	106329	219534
3263	106358	219493
3264	106389	219458
3265	106415	219412
3266	106450	219385
3267	106479	219345
3268	106507	219303
3269	106532	219255
3270	106565	219222
3271	106589	219172
3272	106620	219136
3273	106649	219098
3274	106689	219080
3275	106719	219041
3276	106751	219009
3277	106779	218967
3278	106806	218922
3279	106832	218877
3280	106861	218836
3281	106886	218788
3282	106916	218751
3283	106945	218710
3284	106972	218666
3285	106999	218622
3286	107031	218589
3287	107057	218543
3288	107087	218504
3289	107117	218466
3290	107144	218423
3291	107172	218382
3292	107201	218341
3293	107227	218295
3294	107256	218257
3295	107288	218221
3296	107314	218177
3297	107347	218145
3298	107384	218121
3299	107411	218077
3300	107442	218041
3301	107471	218001
3302	107510	217982
3303	107533	217930
3304	107564	217895
3305	107592	217854
3306	107622	217815
3307	107651	217775
3308	107677	217731
3309	107706	217690
3310	107739	217658
3311	107765	217614
3312	107792	217569
3313	107821	217529
3314	107850	217490
3315	107883	217457
3316	107911	217416
3317	107940	217376
3318	107970	217340
3319	108000	217302
3320	108037	217278
3321	108065	217237
3322	108093	217195
3323	108122	217156
3324	108155	217124
3325	108183	217081
3326	108209	217036
3327	108244	217009
3328	108274	216971
3329	108302	216931
3330	108333	216895
3331	108366	216863
3332	108396	216825
3333	108431	216797
3334	108464	216767
3335	108494	216729
3336	108525	216694
3337	108560	216666
3338	108595	216637
3339	108623	216596
3340	108657	216566
3341	108688	216531
3342	108712	216482
3343	108746	216452
3344	108779	216421
3345	108816	216397
3346	108846	216359
3347	108875	216319
3348	108903	216278
3349	108932	216239
3350	108962	216202
3351	108991	216161
3352	109015	216112
3353	109045	216075
3354	109075	216038
3355	109103	215996
3356	109136	215965
3357	109162	215918
3358	109193	215883
3359	109220	215841
3360	109251	215804
3361	109278	215762
3362	109308	215723
3363	109345	215701
3364	109377	215667
3365	109404	215622
3366	109433	215584
3367	109466	215552
3368	109492	215507
3369	109525	215475
3370	109552	215432
3371	109580	215392
3372	109614	215362
3373	109641	215319
3374	109673	215285
3375	109701	215244
3376	109735	215213
3377	109763	215173
3378	109796	215140
3379	109827	215105
3380	109853	215060
3381	109881	215020
3382	109910	214980
3383	109940	214942
3384	109968	214902
3385	109999	214866
3386	110029	214828
3387	110063	214798
3388	110095	214765
3389	110125	214727
3390	110157	214694
3391	110181	214646
3392	110204	214595
3393	110232	214553
3394	110259	214510
3395	110288	214471
3396	110318	214434
3397	110344	214389
3398	110372	214347
3399	110402	214310
3400	110438	214285
3401	110466	214243
3402	110489	214193
3403	110523	214163
3404	110555	214130
3405	110582	214086
3406	110611	214047
3407	110643	214014
3408	110673	213977
3409	110706	213946
3410	110736	213909
3411	110761	213862
3412	110787	213816
3413	110825	213794
3414	110852	213751
3415	110877	213704
3416	110904	213662
3417	110932	213622
3418	110967	213593
3419	110994	213551
3420	111024	213513
3421	111059	213486
3422	111086	213443
3423	111116	213405
3424	111141	213358
3425	111171	213322
3426	111196	213275
3427	111225	213236
3428	111253	213195
3429	111285	213162
3430	111323	213140
3431	111358	213112
3432	111386	213071
3433	111419	213040
3434	111454	213012
3435	111479	212966
3436	111507	212926
3437	111536	212885
3438	111565	212847
3439	111593	212806
3440	111624	212771
3441	111655	212736
3442	111684	212697
3443	111709	212650
3444	111740	212615
3445	111766	212569
3446	111799	212538
3447	111835	212512
3448	111863	212472
3449	111888	212425
3450	111918	212389
3451	111948	212352
3452	111971	212302
3453	111999	212260
3454	112028	212221
3455	112058	212184
3456	112090	212152
3457	112115	212105
3458	112148	212073
3459	112177	212035
3460	112206	211995
3461	112236	211959
3462	112264	211918
3463	112291	211874
3464	112320	211837
3465	112354	211808
3466	112378	211759
3467	112413	211731
3468	112448	211704
3469	112473	211657
3470	112503	211620
3471	112532	211581
3472	112562	211544
3473	112589	211502
3474	112616	211460
3475	112646	211423
3476	112670	211374
3477	112699	211335
3478	112736	211311
3479	112763	211269
3480	112793	211233
3481	112828	211205
3482	112861	211173
3483	112890	211135
3484	112921	211099
3485	112959	211078
3486	112995	211052
3487	113031	211026
3488	113065	210997
3489	113094	210957
3490	113129	210931
3491	113162	210899
3492	113196	210870
3493	113228	210836
3494	113259	210802
3495	113290	210766
3496	113320	210730
3497	113353	210698
3498	113386	210666
3499	113417	210631
3500	113443	210588
3501	113478	210559
3502	113506	210519
3503	113531	210474
3504	113563	210441
3505	113589	210396
3506	113620	210360
3507	113651	210327
3508	113677	210282
3509	113710	210251
3510	113745	210222
3511	113776	210189
3512	113808	210155
3513	113840	210121
3514	113868	210081
3515	113895	210039
3516	113930	210012
3517	113956	209966
3518	113987	209932
3519	114015	209892
3520	114041	209848
3521	114069	209806
3522	114097	209766
3523	114131	209738
3524	114159	209696
3525	114182	209648
3526	114221	209627
3527	114247	209582
3528	114275	209542
3529	114306	209508
3530	114340	209477
3531	114368	209438
3532	114395	209395
3533	114427	209362
3534	114456	209323
3535	114483	209281
3536	114512	209243
3537	114540	209203
3538	114569	209164
3539	114601	209131
3540	114630	209093
3541	114658	209052
3542	114686	209011
3543	114720	208982
3544	114748	208943
3545	114779	208907
3546	114804	208862
3547	114833	208823
3548	114866	208792
3549	114899	208761
3550	114933	208732
3551	114965	208698
3552	114996	208662
3553	115025	208625
3554	115053	208585
3555	115085	208551
3556	115125	208533
3557	115156	208498
3558	115189	208466
3559	115227	208444
3560	115256	208407
3561	115287	208371
3562	115316	208334
3563	115343	208292
3564	115377	208261
3565	115405	208221
3566	115433	208181
3567	115465	208147
3568	115495	208112
3569	115526	208076
3570	115555	208038
3571	115580	207993
3572	115608	207952
3573	115638	207916
3574	115665	207874
3575	115697	207842
3576	115725	207800
3577	115755	207764
3578	115782	207722
3579	115815	207691
3580	115842	207649
3581	115875	207617
3582	115908	207587
3583	115940	207553
3584	115964	207507
3585	115987	207458
3586	116020	207426
3587	116053	207396
3588	116081	207355
3589	116108	207314
3590	116136	207273
3591	116168	207240
3592	116203	207212
3593	116230	207171
3594	116267	207147
3595	116299	207113
3596	116330	207078
3597	116359	207040
3598	116392	207009
3599	116430	206987
3600	116457	206946
3601	116482	206900
3602	116518	206874
3603	116549	206839
3604	116579	206802
3605	116609	206766
3606	116642	206735
3607	116672	206700
3608	116706	206669
3609	116737	206634
3610	116769	206601
3611	116799	206566
3612	116824	206520
3613	116853	206481
3614	116882	206443
3615	116915	206413
3616	116947	206379
3617	116976	206341
3618	117010	206313
3619	117040	206275
3620	117072	206242
3621	117104	206210
3622	117142	206188
3623	117171	206149
3624	117203	206116
3625	117235	206082
3626	117257	206033
3627	117284	205990
3628	117314	205954
3629	117339	205910
3630	117366	205867
3631	117393	205826
3632	117421	205785
3633	117450	205748
3634	117485	205721
3635	117517	205688
3636	117547	205651
3637	117576	205613
3638	117606	205577
3639	117639	205545
3640	117669	205509
3641	117705	205483
3642	117735	205446
3643	117766	205413
3644	117802	205386
3645	117835	205356
3646	117868	205325
3647	117896	205283
3648	117930	205254
3649	117964	205225
3650	117998	205196
3651	118032	205167
3652	118066	205136
3653	118101	205110
3654	118138	205086
3655	118170	205052
3656	118207	205028
3657	118239	204995
3658	118268	204957
3659	118295	204916
3660	118323	204875
3661	118349	204832
3662	118382	204801
3663	118410	204762
3664	118440	204725
3665	118470	204689
3666	118497	204648
3667	118530	204616
3668	118558	204577
3669	118584	204533
3670	118608	204486
3671	118638	204450
3672	118668	204414
3673	118698	204378
3674	118731	204347
3675	118760	204309
3676	118793	204278
3677	118825	204245
3678	118850	204201
3679	118880	204164
3680	118905	204119
3681	118934	204080
3682	118963	204043
3683	118994	204009
3684	119020	203966
3685	119045	203920
3686	119074	203883
3687	119105	203848
3688	119135	203812
3689	119162	203770
3690	119187	203726
3691	119223	203699
3692	119245	203650
3693	119279	203621
3694	119308	203582
3695	119339	203548
3696	119372	203517
3697	119403	203483
3698	119432	203445
3699	119462	203409
3700	119490	203369
3701	119523	203338
3702	119549	203294
3703	119582	203264
3704	119611	203225
3705	119646	203198
3706	119672	203155
3707	119701	203117
3708	119728	203077
3709	119762	203046
3710	119788	203005
3711	119818	202968
3712	119849	202933
3713	119876	202893
3714	119903	202851
3715	119935	202819
3716	119968	202787
3717	120001	202756
3718	120036	202729
3719	120067	202693
3720	120099	202662
3721	120137	202639
3722	120172	202611
3723	120206	202581
3724	120241	202554
3725	120271	202519
3726	120310	202496
3727	120335	202453
3728	120369	202422
3729	120406	202399
3730	120436	202363
3731	120465	202324
3732	120495	202288
3733	120526	202254
3734	120558	202222
3735	120590	202188
3736	120620	202152
3737	120655	202125
3738	120687	202092
3739	120721	202062
3740	120751	202027
3741	120785	201997
3742	120816	201964
3743	120853	201938
3744	120894	201921
3745	120923	201882
3746	120955	201851
3747	120993	201827
3748	121023	201791
3749	121052	201753
3750	121078	201712
3751	121112	201682
3752	121140	201642
3753	121167	201601
3754	121199	201568
3755	121233	201538
3756	121265	201506
3757	121292	201465
3758	121333	201448
3759	121366	201417
3760	121393	201376
3761	121422	201338
3762	121455	201306
3763	121484	201270
3764	121514	201232
3765	121549	201205
3766	121576	201163
3767	121599	201116
3768	121630	201083
3769	121662	201050
3770	121695	201019
3771	121731	200992
3772	121765	200963
3773	121801	200936
3774	121837	200911
3775	121868	200876
3776	121899	200842
3777	121933	200812
3778	121967	200783
3779	122006	200761
3780	122033	200720
3781	122063	200685
3782	122096	200653
3783	122129	200622
3784	122158	200584
3785	122191	200554
3786	122223	200521
3787	122252	200483
3788	122282	200447
3789	122315	200417
3790	122343	200377
3791	122369	200334
3792	122401	200302
3793	122429	200263
3794	122457	200223
3795	122487	200187
3796	122521	200158
3797	122555	200128
3798	122584	200091
3799	122611	200050
3800	122642	200015
3801	122677	199987
3802	122707	199952
3803	122735	199912
3804	122763	199873
3805	122791	199834
3806	122814	199786
3807	122843	199749
3808	122876	199718
3809	122906	199682
3810	122941	199654
3811	122970	199617
3812	123001	199582
3813	123025	199538
3814	123056	199502
3815	123082	199461
3816	123111	199423
3817	123143	199390
3818	123171	199351
3819	123202	199316
3820	123232	199281
3821	123264	199248
3822	123299	199220
3823	123327	199181
3824	123360	199151
3825	123391	199115
3826	123423	199083
3827	123460	199058
3828	123490	199023
3829	123519	198985
3830	123545	198943
3831	123572	198901
3832	123601	198865
3833	123632	198831
3834	123667	198802
3835	123696	198765
3836	123729	198734
3837	123758	198697
3838	123788	198661
3839	123814	198618
3840	123844	198583
3841	123881	198557
3842	123912	198524
3843	123943	198489
3844	123975	198457
3845	124005	198422
3846	124042	198397
3847	124077	198369
3848	124107	198332
3849	124131	198288
3850	124162	198253
3851	124197	198225
3852	124225	198186
3853	124257	198154
3854	124288	198119
3855	124318	198084
3856	124347	198047
3857	124373	198004
3858	124404	197969
3859	124433	197933
3860	124459	197891
3861	124489	197854
3862	124520	197821
3863	124555	197793
3864	124596	197775
3865	124628	197741
3866	124657	197704
3867	124686	197666
3868	124718	197635
3869	124747	197596
3870	124780	197566
3871	124816	197540
3872	124844	197500
3873	124874	197465
3874	124906	197432
3875	124935	197395
3876	124959	197349
3877	124988	197313
3878	125026	197289
3879	125060	197261
3880	125103	197245
3881	125132	197207
3882	125163	197173
3883	125199	197147
3884	125227	197108
3885	125258	197073
3886	125288	197039
3887	125319	197004
3888	125350	196969
3889	125386	196943
3890	125421	196915
3891	125450	196879
3892	125482	196846
3893	125519	196820
3894	125549	196785
3895	125583	196755
3896	125614	196722
3897	125648	196693
3898	125684	196665
3899	125722	196643
3900	125757	196614
3901	125789	196581
3902	125820	196547
3903	125846	196505
3904	125871	196462
3905	125909	196438
3906	125935	196398
3907	125965	196361
3908	126001	196334
3909	126034	196304
3910	126061	196264
3911	126090	196225
3912	126121	196192
3913	126156	196164
3914	126183	196124
3915	126209	196083
3916	126242	196050
3917	126271	196013
3918	126299	195974
3919	126335	195948
3920	126361	195907
3921	126397	195879
3922	126431	195850
3923	126460	195813
3924	126487	195773
3925	126514	195733
3926	126543	195696
3927	126575	195663
3928	126611	195637
3929	126642	195603
3930	126672	195567
3931	126702	195531
3932	126732	195495
3933	126764	195462
3934	126794	195427
3935	126824	195392
3936	126854	195356
3937	126880	195314
3938	126905	195270
3939	126932	195230
3940	126965	195199
3941	127003	195176
3942	127038	195149
3943	127072	195119
3944	127101	195081
3945	127130	195045
3946	127165	195016
3947	127199	194987
3948	127224	194945
3949	127251	194903
3950	127287	194877
3951	127312	194834
3952	127338	194792
3953	127372	194763
3954	127412	194742
3955	127440	194704
3956	127466	194661
3957	127496	194627
3958	127539	194611
3959	127579	194591
3960	127623	194577
3961	127660	194552
3962	127701	194533
3963	127729	194494
3964	127758	194457
3965	127789	194423
3966	127820	194389
3967	127845	194345
3968	127870	194303
3969	127905	194275
3970	127940	194246
3971	127971	194212
3972	128002	194178
3973	128029	194138
3974	128061	194106
3975	128086	194062
3976	128118	194030
3977	128153	194002
3978	128185	193970
3979	128211	193927
3980	128244	193897
3981	128272	193858
3982	128311	193836
3983	128339	193797
3984	128368	193760
3985	128399	193727
3986	128429	193690
3987	128465	193665
3988	128499	193635
3989	128527	193596
3990	128554	193556
3991	128583	193519
3992	128614	193485
3993	128646	193453
3994	128677	193418
3995	128706	193382
3996	128739	193350
3997	128774	193322
3998	128805	193289
3999	128842	193264
4000	128872	193228
4001	128901	193190
4002	128937	193165
4003	128980	193148
4004	129008	193110
4005	129038	193074
4006	129073	193046
4007	129101	193007
4008	129127	192967
4009	129156	192929
4010	129182	192888
4011	129217	192860
4012	129246	192823
4013	129273	192783
4014	129305	192750
4015	129338	192720
4016	129377	192697
4017	129410	192666
4018	129440	192630
4019	129469	192593
4020	129499	192558
4021	129531	192525
4022	129555	192482
4023	129593	192457
4024	129625	192425
4025	129656	192391
4026	129689	192360
4027	129716	192320
4028	129745	192283
4029	129775	192247
4030	129810	192219
4031	129837	192179
4032	129870	192148
4033	129911	192130
4034	129943	192096
4035	129969	192055
4036	130006	192030
4037	130036	191995
4038	130064	191956
4039	130097	191925
4040	130133	191899
4041	130163	191864
4042	130195	191831
4043	130220	191788
4044	130248	191750
4045	130281	191718
4046	130311	191683
4047	130345	191654
4048	130377	191621
4049	130416	191599
4050	130447	191565
4051	130472	191522
4052	130503	191488
4053	130533	191453
4054	130566	191422
4055	130593	191381
4056	130620	191342
4057	130649	191305
4058	130684	191277
4059	130711	191238
4060	130741	191202
4061	130772	191168
4062	130800	191129
4063	130833	191099
4064	130867	191069
4065	130896	191033
4066	130925	190995
4067	130955	190960
4068	130992	190936
4069	131021	190898
4070	131056	190870
4071	131081	190828
4072	131117	190801
4073	131144	190761
4074	131175	190727
4075	131204	190691
4076	131232	190652
4077	131266	190622
4078	131297	190589
4079	131322	190546
4080	131352	190511
4081	131382	190475
4082	131407	190433
4083	131438	190399
4084	131479	190379
4085	131504	190336
4086	131533	190299
4087	131567	190271
4088	131597	190235
4089	131626	190198
4090	131655	190161
4091	131680	190119
4092	131714	190090
4093	131740	190048
4094	131767	190009
4095	131794	189969
4096	131822	189930
4097	131854	189898
4098	131888	189869
4099	131914	189828
4100	131946	189795
4101	131977	189762
4102	132010	189730
4103	132038	189692
4104	132063	189650
4105	132092	189613
4106	132123	189579
4107	132157	189549
4108	132184	189510
4109	132214	189474
4110	132248	189445
4111	132278	189411
4112	132308	189374
4113	132331	189329
4114	132362	189295
4115	132393	189261
4116	132422	189225
4117	132451	189188
4118	132482	189155
4119	132510	189116
4120	132544	189087
4121	132574	189051
4122	132600	189011
4123	132628	188973
4124	132657	188936
4125	132687	188901
4126	132717	188865
4127	132749	188833
4128	132782	188803
4129	132814	188770
4130	132841	188731
4131	132870	188694
4132	132896	188653
4133	132925	188616
4134	132956	188582
4135	132983	188543
4136	133011	188504
4137	133042	188471
4138	133076	188442
4139	133106	188407
4140	133137	188373
4141	133170	188341
4142	133195	188300
4143	133223	188261
4144	133254	188227
4145	133281	188188
4146	133313	188156
4147	133350	188130
4148	133379	188094
4149	133412	188063
4150	133440	188025
4151	133472	187993
4152	133500	187954
4153	133524	187911
4154	133553	187874
4155	133586	187844
4156	133613	187804
4157	133643	187769
4158	133669	187728
4159	133701	187696
4160	133726	187653
4161	133754	187616
4162	133781	187576
4163	133810	187540
4164	133845	187512
4165	133877	187480
4166	133900	187435
4167	133928	187397
